Category,Message
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
ham,"Aight that'll work, thanks"
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,What class of  &lt;#&gt;  reunion?
ham,i dnt wnt to tlk wid u
ham,I'm not coming home 4 dinner.
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Cool, I'll text you when I'm on the way"
ham,Yes we are chatting too.
ham,Ok.ok ok..then..whats ur todays plan
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham,Its good to hear from you
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,I am not having her number sir
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,Convey my regards to him
ham,Yup ok...
ham,Yes:)sura in sun tv.:)lol.
ham,I sent you  &lt;#&gt;  bucks
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,I am great! How are you?
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,Im just wondering what your doing right now?
ham,"Ela kano.,il download, come wen ur free.."
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,Ya that one is slow as poo
ham,Then dun wear jeans lor...
ham,You do what all you like
ham,Yo im right by yo work
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,Yes i will be there. Glad you made it.
ham,Wa... U so efficient... Gee... Thanx...
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,Yes. Rent is very expensive so its the way we save.
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,"I'm in a meeting, call me later at"
ham,Dare i ask... Any luck with sorting out the car?
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,I am joining today formally.Pls keep praying.will talk later.
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,Ladies first and genus second k .
ham,PICK UR FONE UP NOW U DUMB?
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham,Oh wow thats gay. Will firmware update help
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Webpage s not available!
ham,Oh ic. I thought you meant mary jane.
ham,WHORE YOU ARE UNBELIEVABLE.
ham,You've always been the brainy one.
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,"Dear, will call Tmorrow.pls accomodate."
ham,No need to say anything to me. I know i am an outsider
ham,Wait 2 min..stand at bus stop
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,Come to medical college at 7pm ......forward it da
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Cause I'm not freaky lol
ham,"U so lousy, run already come back then half dead... Hee..."
ham,I'm in class. Did you get my text.
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,WHAT TIME U WRKIN?
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Ya! when are ü taking ure practical lessons? I start in june..
ham,Yup
ham,You getting back any time soon?
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,U should make a fb list
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Happy New Year Princess!
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,Well I might not come then...
spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
ham,Umma my life and vava umma love you lot dear
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
ham,Me n him so funny...
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Now project pa. After that only i can come.
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,K..k:)how about your training process?
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
ham,I'm in chennai velachery:)
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Can ü send me a copy of da report?
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham,You call times job today ok umma and ask them to speed up
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,Is that on the telly? No its Brdget Jones!
ham,How long does it take to get it.
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,"Ok omw now, you at castor?"
ham,Nice.nice.how is it working?
ham,Anything lor... U decide...
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,No i am not having not any movies in my laptop
ham,Erm. I thought the contract ran out the4th of october.
ham,That day you asked about anand number. Why:-)
ham,Ü wait 4 me in sch i finish ard 5..
ham,"Sir, waiting for your letter."
ham,Mom wants to know where you at
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,Okie
ham,"Aight fuck it, I'll get it later"
ham,"Miss ya, need ya, want ya, love ya."
ham,Is ur lecture over?
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,You sure your neighbors didnt pick it up
ham,If you r @ home then come down within 5 min
ham,Except theres a chick with huge boobs.
ham,Can do lor...
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,"Sir, Waiting for your mail."
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,And now electricity just went out fml.
ham,Yeah sure I'll leave in a min
ham,Why do you ask princess?
ham,Thanks for loving me so. You rock
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,"Haha just kidding, papa needs drugs"
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Hey come online! Use msn... We are all there
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,"Sir, i am waiting for your call."
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,Oh k. . I will come tomorrow
ham,Did you try making another butt.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Wot u up 2 u weirdo?
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,I was just callin to say hi. Take care bruv!
ham,"Sorry, I'll call later"
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,"sure, but make sure he knows we ain't smokin yet"
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,"K so am I, how much for an 8th? Fifty?"
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,"Whatever, juliana. Do whatever you want."
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Whens your radio show?
ham,Ya had just now.onion roast.
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,University of southern california.
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,I'm wif him now buying tix lar...
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,Change again... It's e one next to escalator...
ham,Dhoni have luck to win some big title.so we will win:)
ham,What is this 'hex' place you talk of? Explain!
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,Not able to do anything.
ham,Hey you told your name to gautham ah?
ham,May i call You later Pls
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,Dear got bus directly to calicut
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,"K, I might come by tonight then if my class lets out early"
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,"Cool, text me when you're ready"
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,"Sorry, I'll call later"
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,Ultimately tor motive tui achieve korli.
ham,Nt yet chikku..simple habba..hw abt u?
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,Going for dinner.msg you after.
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,Oh k. . I will come tomorrow
ham,"Greetings me, ! Consider yourself excused."
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,Then wat r u doing now? Busy wif work?
ham,"Sir, i am waiting for your call, once free please call me."
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,No problem. How are you doing?
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,Y ü wan to go there? C doctor?
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,i thought we were doing a king of the hill thing there.
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,Easy ah?sen got selected means its good..
ham,Oh you got many responsibilities.
ham,Mine here like all fr china then so noisy.
ham,No calls..messages..missed calls
ham,"It‘s £6 to get in, is that ok?"
ham,I am in your office na.
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Networking job is there.
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,Where are you lover ? I need you ...
ham,"Ok da, i already planned. I wil pick you."
ham,"Yo my trip got postponed, you still stocked up?"
ham,O we cant see if we can join denis and mina? Or does denis want alone time
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,Ü v ma fan...
ham,Teach me apps da. When you come to college.
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Dude just saw a parked car with its sunroof popped up. Sux
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Ok. How many should i buy.
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Ok.
ham,Yeah imma come over cause jay wants to do some drugs
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Don know..wait i will check it.
ham,When ü login dat time... Dad fetching ü home now?
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,"I can't, I don't have her number!"
ham,Umma. Did she say anything
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,So u gonna get deus ex?
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Yesterday its with me only . Now am going home.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,"Found it, ENC  &lt;#&gt; , where you at?"
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Great! So what attracts you to the brothas?
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham,Are you willing to go for aptitude class.
ham,Did u see what I posted on your Facebook?
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,how are you? I miss you!
ham,All day working day:)except saturday and sunday..
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,I'm vivek:)i got call from your number.
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
ham,Then u drive lor.
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,Dude ive been seeing a lotta corvettes lately
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
ham,But i have to. I like to have love and arrange.
ham,"Jay wants to work out first, how's 4 sound?"
ham,Lmao. Take a pic and send it to me.
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
ham,Otherwise had part time job na-tuition..
ham,My drive can only be read. I need to write
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Aah bless! How's your arm?
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Not yet chikku..wat abt u?
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Thanx 4 e brownie it's v nice...
ham,How are you. Just checking up on you
ham,There are many company. Tell me the language.
ham,Am i that much dirty fellow?
ham,Long beach lor. Expected... U having dinner now?
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Understand. his loss is my gain :) so do you work? School?
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,By monday next week. Give me the full gist
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
ham,I'm on da bus going home...
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
ham,Ya just telling abt tht incident..
ham,Ya very nice. . .be ready on thursday
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,Ok lor wat time ü finish?
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,No. Did you multimedia message them or e-mail?
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
